Address,City,State,Zip,All Services,Zinc Treatment,Roof Type/ Material,Home Square Footage,Home Value,Average Home Value in Zip code,Number of Stories,,Roof Details >> Roof: >> Type,Roof Details >> Roof: >> Steepness,Jobsite Ladders >> Roof >> Number of Ladder Movements,Jobsite Ladders >> Roof >> ladder Size,Jobsite Ladders >> Gutter >> Number of Ladder Movements,Jobsite Ladders >> Gutter >> ladder Size,Jobsite Ladders >> Window >> Number of Ladder Movements,Jobsite Ladders >> Window >> ladder Size,,,
3531 Northeast 89th Street,Seattle,Washington,98115,"Preventative Roof Treatment - Chemical Spray (1, $155), Preventative Roof Treatment - Zinc Powder (1, $130), Gutter Clearing (1, $260), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $195), Interior Window Cleaning (1, $150), Exterior Window Cleaning (1, $200), Screen Cleaning Disclaimer (1, $0), Screen Cleaning (1, $40), Window Cleaning Discount (1, $-45), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $200), Gutter Guard Installation (1, $1220), House Wash (1, $1025), Track Cleaning (1, $127), Window Frame Cleaning  (1, $80), Pressure Washing - Driveway (1, $515)",130,Composite - 3 Tab,1420,854900,1029025,N/A,,Composite - 3 Tab,6 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft,,,
3534 P Loop,Washougal,Washington,98671,"Gutter Clearing (1, $280), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $175), Preventative Roof Treatment - Zinc Powder (1, $165), Exterior Gutter Washing (1, $225), Gutter Guard Installation (1, $2025), House Wash (1, $1120), Interior Window Cleaning (1, $180), Exterior Window Cleaning (1, $260), Screen Cleaning (1, $50), Track Cleaning (1, $153), Window Frame Cleaning  (1, $104), Pressure Washing - Driveway  (1, $575), Pressure Washing - Patio (1, $515)",165,Composite - Architectural,4144,745500,667271,N/A,,Composite - Architectural,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft,,,
3536 Northeast 130th Street,Seattle***,Washington,98125,"Gutter Clearing (1, $255), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Interior Window Cleaning (1, $170), Exterior Window Cleaning (1, $225), Screen Cleaning (1, $30), Screen Cleaning Disclaimer (1, $0), Window Cleaning Discount (1, $-50), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $160), Preventative Roof Treatment - Zinc Powder (1, $130), Exterior Gutter Washing (1, $195), Track Cleaning (1, $144), Window Frame Cleaning  (1, $90)",130,Composite - Architectural,1470,630300,724788,N/A,,Composite - Architectural,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
3536 Northeast 130th Street,Seattle,Washington,98125,"Moss Removal (1, $520), Preventative Roof Treatment - Chemical Spray (1, $160), Preventative Roof Treatment - Zinc Powder (1, $130), Gutter Clearing (1, $255), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-75), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $195), Interior Window Cleaning (1, $170), Exterior Window Cleaning (1, $225), Screen Cleaning (1, $30), Track Cleaning (1, $144), Window Frame Cleaning  (1, $90), Window Cleaning Discount (1, $-40)",130,Composite - Architectural,1470,630300,724788,N/A,,Composite - Architectural,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
3539 Northwest 118th Avenue,Portland,Oregon,97229,"Exterior Window Cleaning (1, $340), Screen Cleaning Disclaimer (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $205), Preventative Roof Treatment - Zinc Powder (1, $185), Gutter Clearing (1, $385), Exterior Gutter Washing (1, $305), Gutter Guard Installation (1, $1845), Interior Window Cleaning (1, $300), Track Cleaning (1, $255), Window Frame Cleaning  (1, $136), Window Cleaning Discount (1, $-40), Discount (1, $-40)",185,Composite - Architectural,3266,1159100,878191,N/A,,Composite - Architectural,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft,,,
3539 Northwest 118th Avenue,Portland,Oregon,97229,"Preventative Roof Treatment - Chemical Spray (1, $205), Preventative Roof Treatment - Zinc Powder (1, $185), Gutter Clearing (1, $385), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $305), Gutter Guard Installation (1, $1845), Interior Window Cleaning (1, $300), Exterior Window Cleaning (1, $340), Screen Cleaning (1, $50), Track Cleaning (1, $255), Window Frame Cleaning  (1, $136), Skylight Cleaning (1, $60)",185,Composite - Architectural,3266,1159100,878191,N/A,,Composite - Architectural,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft,,,
3539 Northwest 118th Avenue,Portland,Oregon,97229,"Preventative Roof Treatment - Chemical Spray (1, $185), Preventative Roof Treatment - Zinc Powder (1, $205), Gutter Clearing (1, $385), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-35), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $305), Gutter Guard Installation (1, $1845), Interior Window Cleaning (1, $300), Exterior Window Cleaning (1, $340), Screen Cleaning (1, $50), Track Cleaning (1, $255), Window Frame Cleaning  (1, $136), Window Cleaning Discount (1, $-40)",205,Composite - Architectural,3266,1159100,878191,N/A,,Composite - Architectural,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft,,,
3539 Southwest Dolph Court,Portland,Oregon,97219,"Gutter Clearing (1, $240), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Rafter Tail Installation (1, $140), Booking Discount (1, $-40), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $130), Preventative Roof Treatment - Zinc Powder (1, $160), Exterior Gutter Washing (1, $220), Interior Window Cleaning (1, $210), Exterior Window Cleaning (1, $260), Screen Cleaning (1, $70), Track Cleaning (1, $178), Window Frame Cleaning  (1, $104), Window Cleaning Discount (1, $-110)",160,Composite - Architectural,1764,548200,572250,N/A,,Composite - Architectural,7 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft,,,
3547 Southwest Rose Street,Seattle,Washington,98126,"Gutter Clearing (1, $255), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Exterior Window Cleaning (1, $225), Screen Cleaning Disclaimer (1, $0), Screen Cleaning (1, $30), Skylight Cleaning (1, $40), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $185), Preventative Roof Treatment - Zinc Powder (1, $160), Exterior Gutter Washing (1, $190), Track Cleaning (1, $127), Window Frame Cleaning  (1, $90), Booking Discount (1, $-40)",160,Composite - Architectural,2200,859900,887450,N/A,,Composite - Architectural,5 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft,,,
3550 Northeast 86th Street,Seattle,Washington,98115,"Moss Removal (1, $825), Preventative Roof Treatment - Chemical Spray (1, $200), Preventative Roof Treatment - Zinc Powder (1, $175), Gutter Clearing (1, $330), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Skylight Cleaning (1, $100), Gutter Reseal (1, $125), Starter Flashing Installation (1, $475), Booking Discount (1, $-185), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $280), Gutter Guard Installation (1, $1660), Interior Window Cleaning (1, $200), Exterior Window Cleaning (1, $275), Screen Cleaning (1, $50), Track Cleaning (1, $170), Window Frame Cleaning  (1, $110), Window Cleaning Discount (1, $-65)",175,Composite - Architectural,2030,1429600,997988,N/A,,Composite - Architectural,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft,,,
3552 168th Avenue Northeast,Bellevue,Washington,98008,"Preventative Roof Treatment - Chemical Spray (1, $195), Preventative Roof Treatment - Zinc Powder (1, $180), Gutter Clearing (1, $335), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-45), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $260), Gutter Guard Installation (1, $1860), Interior Window Cleaning (1, $245), Exterior Window Cleaning (1, $290), Screen Cleaning (1, $45), Track Cleaning (1, $208), Window Frame Cleaning  (1, $116), Window Cleaning Discount (1, $-55), Skylight Cleaning (1, $25), Pressure Washing - Driveway (1, $430)",180,Composite - Architectural,2690,1786300,1926563,N/A,,Composite - Architectural,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft,,,
3559 Southwest 105th Street,Seattle,Washington,98146,"Gutter Clearing (1, $255), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $150), Preventative Roof Treatment - Zinc Powder (1, $130), Exterior Gutter Washing (1, $195), Gutter Guard Installation (1, $1020), Interior Window Cleaning (1, $150), Exterior Window Cleaning (1, $195), Screen Cleaning (1, $30), Track Cleaning (1, $127), Window Frame Cleaning  (1, $78), Window Cleaning Discount (1, $-60)",130,Composite - Architectural,980,625700,751388,N/A,,Composite - Architectural,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft,,,
3576 Southwest Admiral Way,Seattle,Washington,98126,"Gutter Clearing (1, $305), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $185), Preventative Roof Treatment - Zinc Powder (1, $165), Exterior Gutter Washing (1, $240), Gutter Guard Installation (1, $1425), House Wash (1, $1290), Interior Window Cleaning (1, $320), Exterior Window Cleaning (1, $455), Screen Cleaning (1, $80), Track Cleaning (1, $272), Window Frame Cleaning  (1, $182), Window Cleaning Discount (1, $-100)",165,Composite - Architectural,3750,1575000,1498143,2,,Composite - Architectural,8 / 12,1 - 3,32ft,4 - 8,28ft,9 - 20,28ft,,,
3577 Southeast Caruthers Street,Portland,Oregon,97214,"Gutter Clearing (1, $325), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Skylight Cleaning (1, $50), Exterior Window Cleaning (1, $285), Screen Cleaning (1, $50), Screen Cleaning Disclaimer (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $195), Preventative Roof Treatment - Zinc Powder (1, $180), Exterior Gutter Washing (1, $280), Gutter Guard Installation (1, $1580), Track Cleaning (1, $178), Window Frame Cleaning  (1, $114), Interior Window Cleaning (1, $210), Window Cleaning Discount (1, $-65)",180,Composite - Architectural,1400,691400,716813,N/A,,Composite - Architectural,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft,,,
3586 Northwest 112th Place,Portland,Oregon,97229,"Gutter Clearing (1, $365), Minor Gutter Repairs (1, $0), 40' Ladder Required (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $220), Preventative Roof Treatment - Zinc Powder (1, $205), Exterior Gutter Washing (1, $250), Gutter Guard Installation (1, $1525), Interior Window Cleaning (1, $315), Exterior Window Cleaning (1, $420), Screen Cleaning (1, $80), Track Cleaning (1, $267), Window Frame Cleaning  (1, $168), Window Cleaning Discount (1, $-115)",205,Composite - Architectural,3049,816200,995825,N/A,,Composite - Architectural,6 / 12,1 - 3,40ft,1 - 3,40ft,4 - 8,32ft,,,
36 211th Place Southeast,Sammamish,Washington,98074,"Gutter Clearing (1, $315), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), House Wash (1, $1750), Exterior Window Cleaning (1, $300), Screen Cleaning Disclaimer (1, $0), Booking Discount (1, $-250), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $210), Preventative Roof Treatment - Zinc Powder (1, $200), Exterior Gutter Washing (1, $255), Gutter Guard Installation (1, $1750), Interior Window Cleaning (1, $210), Screen Cleaning (1, $75), Track Cleaning (1, $178), Window Frame Cleaning  (1, $120), Window Cleaning Discount (1, $-90), Skylight Cleaning (4, $100), Interior Skylight Cleaning (4, $200), Pressure Washing - Designated Areas (1, $2000)",200,Composite - Presidential,2770,1498000,1363000,1,,Composite - Presidential,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft,,,
3601 Northeast 100th Street,Seattle,Washington,98125,"Moss Removal (1, $325), Preventative Roof Treatment - Chemical Spray (1, $175), Preventative Roof Treatment - Zinc Powder (1, $150), Gutter Clearing (1, $225), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $160), Interior Window Cleaning (1, $165), Exterior Window Cleaning (1, $235), Screen Cleaning (1, $45), Track Cleaning (1, $140), Window Frame Cleaning  (1, $94), Skylight Cleaning (1, $50), Gutter Reseal (1, $125)",150,Composite - Architectural,2270,1266500,1193088,N/A,,Composite - Architectural,5 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
3602 Bagley Avenue North,Seattle,Washington,98103,"Moss Removal (1, $285), Preventative Roof Treatment - Chemical Spray (1, $180), Preventative Roof Treatment - Zinc Powder (1, $150), Gutter Clearing (1, $320), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $245), Gutter Guard Installation (1, $1580), Interior Window Cleaning (1, $260), Exterior Window Cleaning (1, $315), Screen Cleaning (1, $55), Track Cleaning (1, $221), Window Frame Cleaning (1, $126), Window Cleaning Discount (1, $-60)",150,Composite - Architectural,3100,1927000,1479013,N/A,,Composite - Architectural,,,,,,,,,,
3606 Lincoln Court Northeast,Renton,Washington,98056,"Gutter Clearing (1, $350), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $210), Preventative Roof Treatment - Zinc Powder (1, $180), Exterior Gutter Washing (1, $270), Gutter Guard Installation (1, $1875), Interior Window Cleaning (1, $220), Exterior Window Cleaning (1, $315), Screen Cleaning (1, $55), Track Cleaning (1, $187), Window Frame Cleaning  (1, $126), Window Cleaning Discount (1, $-70)",180,Composite - Architectural,2500,1175700,1142533,N/A,,Composite - Architectural,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft,,,
3608 177th Street Southeast,Bothell,Washington,98012,"Moss Removal (1, $480), Preventative Roof Treatment - Chemical Spray (1, $210), Preventative Roof Treatment - Zinc Powder (1, $190), Gutter Clearing (1, $380), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-90), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $300), Interior Window Cleaning (1, $230), Exterior Window Cleaning (1, $415), Screen Cleaning (1, $90), Track Cleaning (1, $195), Window Frame Cleaning  (1, $166), Window Cleaning Discount (1, $-120), Pressure Washing - Driveway  (1, $380), Pressure Washing - Patio (1, $320)",190,Composite - Architectural,2484,1141800,1132800,N/A,,Composite - Architectural,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft,,,
3608 38th Avenue South,Seattle,Washington,98144,"Moss Removal (1, $595), Preventative Roof Treatment - Chemical Spray (1, $190), Preventative Roof Treatment - Zinc Powder (1, $165), Gutter Clearing (1, $250), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-100), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $235), Gutter Guard Installation (1, $1095), House Wash (1, $1320), Interior Window Cleaning (1, $275), Exterior Window Cleaning (1, $380), Screen Cleaning (1, $65), Track Cleaning (1, $233), Window Frame Cleaning  (1, $152), Window Cleaning Discount (1, $-80), Skylight Cleaning (1, $120)",165,Composite - Architectural,2700,1261100,1302400,N/A,,Composite - Architectural,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft,,,
3609 Northeast 105th Street,Seattle,Washington,98125,"Pressure Washing - Driveway (1, $850), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $220), Preventative Roof Treatment - Zinc Powder (1, $180), Gutter Clearing (1, $360), Exterior Gutter Washing (1, $305), Gutter Guard Installation (1, $2050), Interior Window Cleaning (1, $250), Exterior Window Cleaning (1, $340), Screen Cleaning (1, $50), Track Cleaning (1, $212), Window Frame Cleaning  (1, $136), Window Cleaning Discount (1, $-85)",180,Composite - Architectural,2450,1148800,1171088,N/A,,Composite - Architectural,8 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,28ft,,,
3610 Northeast 84th Street,Seattle,Washington,98115,"Gutter Clearing (1, $240), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $150), Preventative Roof Treatment - Zinc Powder (1, $135), Exterior Gutter Washing (1, $190), Interior Window Cleaning (1, $170), Exterior Window Cleaning (1, $215), Screen Cleaning (1, $30), Track Cleaning (1, $144), Window Frame Cleaning  (1, $86)",135,Composite - Architectural,790,744500,1096513,N/A,,Composite - Architectural,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
3610 Northeast 84th Street,Seattle,Washington,98115,"Moss Removal (1, $265), Preventative Roof Treatment - Chemical Spray (1, $150), Preventative Roof Treatment - Zinc Powder (1, $135), Gutter Clearing (1, $240), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), 60-Day Workmanship Guarantee (1, $0), Booking Discount (1, $-55), Discount (1, $-50), Exterior Gutter Washing (1, $190), Interior Window Cleaning (1, $170), Exterior Window Cleaning (1, $215), Screen Cleaning (1, $30), Track Cleaning (1, $144), Window Frame Cleaning  (1, $86), Window Cleaning Discount (1, $-40)",135,Composite - Architectural,790,744500,1096513,N/A,,Composite - Architectural,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
36107 Southeast 25th Street,Fall City,Washington,98024,"Inclusion (1, $0), Gutter Clearing (1, $250), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Gutter Reseal (Corner) (1, $50), Interior Window Cleaning (1, $140), Exterior Window Cleaning (1, $190), Screen Cleaning Disclaimer (1, $0), Discount (2, $-150), 60-Day Workmanship Guarantee (1, $0), Preventative Roof Treatment - Chemical Spray (1, $150), Preventative Roof Treatment - Zinc Powder (1, $125), Exterior Gutter Washing (1, $195), Track Cleaning (1, $119), Window Frame Cleaning  (1, $76)",125,Composite - Architectural,1530,1204100,1150725,N/A,,Composite - Architectural,5 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
3611 175th Court Northeast,Redmond,Washington,98052,"Moss Removal (1, $720), Preventative Roof Treatment - Chemical Spray (1, $155), Preventative Roof Treatment - Zinc Powder (1, $140), Gutter Clearing (1, $250), Minor Gutter Repairs (1, $0), Rooftop Sweep (1, $0), Booking Discount (1, $-85), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $190), Interior Window Cleaning (1, $165), Exterior Window Cleaning (1, $220), Screen Cleaning (1, $30), Track Cleaning (1, $140), Window Frame Cleaning  (1, $88), Window Cleaning Discount (1, $-40)",140,Composite - Architectural,1790,1340700,1418143,N/A,,Composite - Architectural,6 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft,,,
3614 196th Place Southeast,Bothell,Washington,98012,"Moss Removal (1, $675), Preventative Roof Treatment - Chemical Spray (1, $180), Preventative Roof Treatment - Zinc Powder (1, $160), Gutter Clearing (1, $290), Rooftop Sweep (1, $0), Gutter Reseal (1, $125), Booking Discount (1, $-140), 60-Day Workmanship Guarantee (1, $0), Exterior Gutter Washing (1, $230), Gutter Guard Installation (1, $1480), House Wash (1, $1375), Interior Window Cleaning (1, $215), Exterior Window Cleaning (1, $320), Screen Cleaning (1, $60), Track Cleaning (1, $182), Window Frame Cleaning  (1, $128), Window Cleaning Discount (1, $-80), Pressure Washing - Driveway  (1, $300)",160,Composite - Architectural,2946,1392900,1367950,N/A,,Composite - Architectural,9 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft,,,
