Address,City,State,Zip,Gutter Clearing,Roof Type/ Material,Home Square Footage,Home Value,Average Home Value in Zip code,Number of Stories,Roof Details >> Roof: >> Steepness,Jobsite Ladders >> Roof >> Number of Ladder Movements,Jobsite Ladders >> Roof >> ladder Size,Jobsite Ladders >> Gutter >> Number of Ladder Movements,Jobsite Ladders >> Gutter >> ladder Size,Jobsite Ladders >> Window >> Number of Ladder Movements,Jobsite Ladders >> Window >> ladder Size
8039 Southeast 45th Street,Mercer Island,Washington,98040,295,N/A,1560,2422600,3633263,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
8039 Southeast 45th Street,Mercer Island,Washington,98040,295,N/A,1560,2422600,3633263,N/A,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
731 North 67th Street,Seattle,Washington,98103,295,N/A,2000,4245,2788,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
731 North 67th Street,Seattle,Washington,98103,295,N/A,2000,4245,2788,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
7070 Southwest Kelsi Terrace,Portland,Oregon,97223,295,Shake / Shingle,3316,935200,839200,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
20042 Greenwood Avenue North,Shoreline,Washington,98133,295,Composition,2828,1307000,881850,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
8803 Burke Avenue North,Seattle,Washington,98103,295,Composition,1290,875000,1262175,1,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,6ft
1519 East Denny Way,Seattle,Washington,98122,295,N/A,3515,1796700,1543437,N/A,,,,,,,
2001 178th Avenue Northeast,Redmond,Washington,98052,295,Composition,5254,2348100,1564850,N/A,,,,,,,
18165 Southwest Shawnee Trail,Tualatin,Oregon,97062,292,Shake / Shingle,2226,664200,600763,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
12007 125th Avenue Court East,Puyallup,Washington,98374,292,N/A,1110,380900,597860,N/A,6 / 12,,,,,,
7345 11th Avenue Northwest,Seattle,Washington,98117,290,Composition,2390,1315200,1128088,N/A,Steeper Than 12 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,28ft
17902 Southeast Petrovitsky Road,Renton,Washington,98058,290,N/A,3640,1467700,973167,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
762 Summerhill Ridge Drive Northwest,Issaquah,Washington,98027,290,Composition,4850,2018300,1912350,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
7327 40th Avenue Southwest,Seattle,Washington,98136,290,Composition,2750,1095000,1095300,N/A,9 / 12,1 - 3,40ft,4 - 8,32ft,9 - 20,32ft
6607 Northwest Meridian Ridge Drive,Portland,Oregon,97210,290,N/A,2450,969000,888500,N/A,,,,,,,
6607 Northwest Meridian Ridge Drive,Portland,Oregon,97210,290,N/A,2450,969000,888500,N/A,,,,,,,
3775 Monterey Court Northeast,Renton,Washington,98056,290,Composition,3215,1500000,1399186,Three Or More,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,32ft
10260 Southeast Idleman Road,Happy Valley,Oregon,97086,290,Composition,2700,581100,755063,N/A,,,,,,,
36225 Southeast Isley Street,Snoqualmie,Washington,98065,290,N/A,2070,992600,1164213,N/A,7 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
295 Southwest Delta Drive,Beaverton,Oregon,97006,290,Shake / Shingle,2797,763200,747775,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
4795 Southeast Meldrum Avenue,Milwaukie,Oregon,97267,290,Composition,2361,637000,667671,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5312 150th Place Southwest,Edmonds,Washington,98026,290,Composition,1232,799700,776963,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
3345 Southwest Primrose Street,Portland,Oregon,97219,290,Composition,2613,600000,604213,2,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
20495 Northeast Fairview Lake Way,Fairview,Oregon,97024,290,Shake / Shingle,1347,403600,428000,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
10608 Northwest 37th Avenue,Vancouver,Washington,98685,290,Shake / Shingle,4332,1449700,1199500,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
10608 Northwest 37th Avenue,Vancouver,Washington,98685,290,Shake / Shingle,4332,1449700,1199500,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
215 Chelan Avenue Northeast,Renton,Washington,98059,290,N/A,2590,1039000,1041475,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
17099 Northeast 117th Street,Redmond,Washington,98052,290,Composition,2540,1835000,1962406,2,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17099 Northeast 117th Street,Redmond,Washington,98052,290,Composition,2540,1835000,1962406,2,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
11020 Evanston Avenue North,Seattle,Washington,98133,290,N/A,1912,843000,725425,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1608 Southeast 32nd Avenue,Portland,Oregon,97214,290,Composition,2180,814200,777139,3,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6211 Island Crest Way,Mercer Island,Washington,98040,290,Composition,3200,2439100,1969950,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
8341 30th Avenue Northwest,Seattle,Washington,98117,290,Composition,2640,1133700,1125563,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
611 West Pleasant Place,Seattle,Washington,98119,290,N/A,2575,1379800,1318000,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
844 Northeast 82nd Street,Seattle,Washington,98115,290,N/A,2690,1305600,1099563,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
844 Northeast 82nd Street,Seattle,Washington,98115,290,N/A,2690,1305600,1099563,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
844 Northeast 82nd Street,Seattle,Washington,98115,290,N/A,2690,1305600,1099563,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
1822 East Prospect Street,Seattle,Washington,98112,290,Composition,2650,1405300,1461417,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17436 Northeast 10th Street,Bellevue,Washington,98008,290,Composition,3232,1350000,1460100,1,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
17821 Southeast 145th Street,Renton,Washington,98059,290,Composition,3030,957300,767550,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
12515 Northeast 160th Place,Woodinville,Washington,98072,290,Composition,2840,1488200,1496138,N/A,9 / 12,1 - 3,20ft,1 - 3,28ft,9 - 20,28ft
5753 110th Avenue Southeast,Bellevue,Washington,98006,290,N/A,2550,1443800,1729275,N/A,7 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
13434 Bear Creek Road Northeast,Woodinville,Washington,98077,290,Other,2940,1833400,1414563,N/A,,,,,,,
7743 20th Avenue Northeast,Seattle,Washington,98115,290,N/A,1460,895500,1038725,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17955 Northwest Waterfield Court,Beaverton,Oregon,97006,290,Other,1543,531500,583088,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6026 35th Avenue Northeast,Seattle,Washington,98115,290,Composition,2250,1320000,1208269,1,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
12122 57th Drive Southeast,Snohomish,Washington,98296,290,Other,3142,1020500,988400,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
7320 Southeast 69th Avenue,Portland,Oregon,97206,290,N/A,2400,424830,448650,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3505 Northeast 187th Street,Lake Forest Park,Washington,98155,290,Composition,2329,1093400,922486,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
6230 Ravenna Avenue Northeast,Seattle,Washington,98115,290,Composition,3750,1996500,1390825,N/A,6 / 12,4 - 8,32ft,4 - 8,32ft,20+,32ft
1804 North 157th Street,Shoreline,Washington,98133,290,Composition,1930,765000,786188,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
1037 Northeast Faloma Road,Portland,Oregon,97211,290,Composition,1806,456500,427588,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
847 Northeast 96th Street,Seattle,Washington,98115,290,N/A,1840,910300,812425,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
423 Northeast 60th Street,Seattle,Washington,98115,290,Composition,2260,973500,1046025,2,Steeper Than 12 / 12,1 - 3,28ft,9 - 20,28ft,9 - 20,28ft
8401 41st Avenue Southwest,Seattle,Washington,98136,290,Composition,3064,1399300,1211975,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
13310 Fox Run,Lake Oswego,Oregon,97034,290,Composition,3741,1586500,1115363,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4215 4th Avenue Northwest,Seattle,Washington,98107,290,Other,1800,1163300,959129,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
929 North 77th Street,Seattle,Washington,98103,290,N/A,1710,995500,1093575,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
865 Sunset Ridge Drive,Washougal,Washington,98671,290,Composition,2939,658200,548725,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
865 Sunset Ridge Drive,Washougal,Washington,98671,290,Composition,2939,658200,548725,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5688 Northwest Lac Leman Drive,Issaquah,Washington,98027,290,"Composition,See Remarks",3290,1800000,2175063,2,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
13324 67th Avenue Southeast,Snohomish,Washington,98296,290,Composition,1801,840250,762150,2,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
6110 149th Court Northeast,Redmond,Washington,98052,290,Composition,1800,1313500,1546663,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6110 149th Court Northeast,Redmond,Washington,98052,290,Composition,1800,1313500,1546663,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
13771 Southeast Almond Drive,Clackamas,Oregon,97015,290,N/A,1840,569300,623629,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
10126 66th Avenue South,Seattle,Washington,98178,290,Asphalt,3240,987200,915463,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
10126 66th Avenue South,Seattle,Washington,98178,290,Asphalt,3240,987200,915463,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
7620 Southwest Copel Street,Portland,Oregon,97225,290,Composition,2594,862100,806975,2,9 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
2126 Southeast 45th Avenue,Portland,Oregon,97215,290,Shake / Shingle,2776,1013500,576238,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3012 13th Avenue West,Seattle,Washington,98119,290,Composition,2470,1425500,1481700,2,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
2728 Northeast 91st Street,Seattle,Washington,98115,290,N/A,2340,1122700,1055867,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
2423 West Boston Street,Seattle,Washington,98199,290,Composition,2181,1319800,1231064,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
22301 Southwest Nottingham Court,Sherwood,Oregon,97140,290,Shake / Shingle,1622,542000,519925,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2423 West Boston Street,Seattle,Washington,98199,290,Composition,2181,1319800,1231064,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3318 103rd Drive Northeast,Lake Stevens,Washington,98258,290,Composition,2706,770000,812850,2,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
3805 186th Street Court East,Tacoma,Washington,98446,290,Composition,1920,540700,546038,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3905 Northeast Rodney Avenue,Portland,Oregon,97212,290,Composition,1800,615100,622913,N/A,9 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
661 Northeast Valarie Court,Hillsboro,Oregon,97124,290,Other,2168,673700,576738,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17927 Crooked Mile Road,Granite Falls,Washington,98252,290,Composition,2014,727000,686675,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
7630 139th Place Northeast,Redmond,Washington,98052,290,Shake / Shingle,4169,2998000,1073863,N/A,6 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
661 Northeast Valarie Court,Hillsboro,Oregon,97124,290,Other,2168,673700,576738,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4402 39th Avenue Southwest,Seattle,Washington,98116,290,N/A,2550,1170900,726738,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17822 Northwest Sedgewick Court,Beaverton,Oregon,97006,290,Shake / Shingle,1813,518100,542125,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
15015 Northeast 2nd Avenue,Vancouver,Washington,98685,290,Shake / Shingle,2640,682000,706271,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
521 3rd Avenue South,Kirkland,Washington,98033,290,Composition,2356,1831900,2012983,2,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
345 Northeast 89th Street,Seattle,Washington,98115,290,N/A,1730,1048600,1459313,N/A,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
22030 95th Place West,Edmonds,Washington,98020,290,Composition,1732,973400,945688,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,1 - 3,6ft
5202 139th Avenue Southeast,Bellevue,Washington,98006,290,Composition,2120,1599300,1822925,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
7617 Greenridge Court Southeast,Snoqualmie,Washington,98065,290,Composition,3560,1536200,1522338,N/A,,,,,,,
2411 East Calhoun Street,Seattle,Washington,98026,290,Composition,2360,1277800,1309600,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2411 East Calhoun Street,Seattle,Washington,98026,290,Composition,2360,1277800,1309600,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
7563 Northeast 203rd Street,Kenmore,Washington,98028,290,Composition,1860,908800,925300,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
4222 208th Avenue Northeast,Sammamish,Washington,98074,290,N/A,1340,1030000,1317063,N/A,8 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
6684 Northeast Mcmurtry Place,Hillsboro,Oregon,97124,290,Shake / Shingle,3000,785900,562288,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
6608 Northeast 58th Avenue,Vancouver,Washington,98661,290,Composition,2036,509800,554525,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
17104 Northeast 29th Place,Bellevue,Washington,98008,290,Composition,2300,1399995,1397775,Three Or More,8 / 12,1 - 3,28ft,1 - 3,28ft,1 - 3,28ft
19622 Sun Circle,West Linn,Oregon,97068,290,N/A,2100,638800,708963,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,28ft
4335 32nd Avenue West,Seattle,Washington,98199,290,N/A,3030,1604200,946964,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17021 Northeast 113th Court,Redmond,Washington,98052,290,Composition,2810,1814700,2010750,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3614 196th Place Southeast,Bothell,Washington,98012,290,Composition,2946,1392900,1367950,N/A,9 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
7376 Southwest Glenwood Drive,Wilsonville,Oregon,97070,290,N/A,2204,662200,748303,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
21224 52nd Avenue Southeast,Woodinville,Washington,98072,290,N/A,1840,976000,1035588,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4106 Woodland Park Avenue North,Seattle,Washington,98103,290,N/A,1140,877300,989694,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
11406 177th Place Northeast,Redmond,Washington,98052,290,N/A,2600,1644900,1609963,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
3907 Southwest Tunnelwood Street,Portland,Oregon,97221,290,Composition,3358,947900,867629,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
253 South 172nd Place,Burien,Washington,98148,290,Composition,2220,907500,738263,Multi/Split,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4412 215th Place Southeast,Bothell,Washington,98021,290,Composition,2680,1560000,1488233,2,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
114 185th Place Southwest,Bothell,Washington,98012,290,Shake / Shingle,3174,1220600,1220400,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4923 Southwest Lowell Street,Portland,Oregon,97221,290,Composition,2366,816700,595225,1,6 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,6ft
15611 36th Avenue Northeast,Lake Forest Park,Washington,98155,290,Other,2240,1131100,1124350,N/A,5 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
16406 Thorpe Road Northeast,Poulsbo,Washington,98370,290,Composition,2400,852500,809803,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4433 Greenwood Avenue North,Seattle,Washington,98103,290,Composition,2070,1221100,577500,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
1176 Southeast Helene Court,Hillsboro,Oregon,97123,290,Composition,2075,598900,578175,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
17019 Southeast 183rd Place,Renton,Washington,98058,290,Composition,4190,975000,871125,2,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4020 33rd Avenue West,Seattle,Washington,98199,290,Composition,1560,1053100,1003050,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
5435 Beach Drive Southwest,Seattle,Washington,98136,290,N/A,2380,1560300,1477575,N/A,12 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
3436 Northwest 59th Street,Seattle,Washington,98107,290,Composition,2490,1716400,1485363,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
103 Northeast 43rd Street,Seattle,Washington,98105,290,Other,2885,1500800,1106925,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4145 80th Avenue Southeast,Mercer Island,Washington,98040,290,Composition,2558,1907600,1685128,N/A,6 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
1102 Northwest 148th Circle,Vancouver,Washington,98685,290,Other,1828,499900,573138,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2804 Northeast 26th Avenue,Portland,Oregon,97212,290,Composition,2136,740400,852738,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1925 Walnut Avenue Southwest,Seattle,Washington,98116,290,Other,3450,1523200,1520413,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
1925 Walnut Avenue Southwest,Seattle,Washington,98116,290,Other,3450,1523200,1520413,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
14818 Southeast 65th Street,Bellevue,Washington,98006,290,N/A,2860,1706700,1759350,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3224 61st Avenue Southwest,Seattle,Washington,98116,290,N/A,890,827300,1156963,N/A,9 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
4006 48th Avenue South,Seattle,Washington,98118,290,Other,150,1559400,1636613,N/A,4 / 12 or less,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
31349 120th Place Southeast,Auburn,Washington,98092,290,Composition,2640,715000,673413,2,9 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
23116 35th Drive Southeast,Bothell,Washington,98021,290,Composition,2120,1134800,1189188,N/A,,,,,,,
1919 11th Avenue East,Seattle,Washington,98102,290,Composition,2250,1501900,1073013,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
1919 11th Avenue East,Seattle,Washington,98102,290,Composition,2250,1501900,1073013,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
523 Northeast Knott Street,Portland,Oregon,97212,290,Composition,2896,690000,548845,3,11 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,20ft
12797 Southwest Morningstar Drive,Tigard,Oregon,97223,290,Composition,2645,766200,789000,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1521 Northwest 62nd Street,Seattle,Washington,98107,290,Asphalt,1100,1270000,1046750,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
9431 South 246th Place,Kent,Washington,98030,290,Composition,2273,758400,793875,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
3215 Northeast 63rd Avenue,Portland,Oregon,97213,290,N/A,1981,609200,538631,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,1 - 3,20ft
5435 Beach Drive Southwest,Seattle,Washington,98136,290,N/A,2380,1552100,1472625,N/A,12 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
3939 South Americus Street,Seattle,Washington,98118,290,N/A,1830,854500,927117,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1919 11th Avenue East,Seattle,Washington,98102,290,Composition,2250,1501900,1073013,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
15018 346th Avenue Northeast,Duvall,Washington,98019,290,N/A,1670,938700,907325,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
7 218th Avenue Northeast,Sammamish,Washington,98074,290,N/A,3100,1622900,1519125,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
15018 346th Avenue Northeast,Duvall,Washington,98019,290,N/A,1670,938700,907325,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1153 Honeymoon Lake Drive,Greenbank,Washington,98253,290,Metal,948,662900,637550,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3451 North Terry Street,Portland,Oregon,97217,290,N/A,2406,743200,378244,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3047 Northwest 62nd Street,Seattle,Washington,98107,290,Composition,2610,1201900,1104150,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,32ft
4215 4th Avenue Northwest,Seattle,Washington,98107,290,Other,1800,1163300,963600,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
1518 24th Avenue,Seattle,Washington,98122,290,N/A,1620,1016700,829325,N/A,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
25333 128th Avenue Southeast,Kent,Washington,98030,290,Composition,1800,642600,701063,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
4144 Beach Drive Southwest,Seattle,Washington,98116,290,Composition,2360,1354900,999643,N/A,,,,,,,
304 Southwest 134th Street,Burien,Washington,98146,290,Composition,1270,651300,539463,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
4515 South Holden Street,Seattle,Washington,98118,290,Composition,1900,673200,697463,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
3552 Northeast 92nd Street,Seattle,Washington,98115,290,N/A,2300,1196000,1067331,N/A,,,,,,,
6638 57th Avenue Northeast,Seattle,Washington,98105,285,Composition,3540,2161700,1797763,N/A,5 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17796 Southwest Nels Drive,Sherwood,Oregon,97140,285,Composition,1603,572700,574975,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
15815 10th Avenue Northeast,Shoreline,Washington,98155,285,N/A,2860,1084200,650763,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
9817 60th Avenue South,Seattle,Washington,98118,285,Composition,2230,767900,652413,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4845 48th Avenue Southwest,Seattle,Washington,98116,285,Composition,2656,1594500,966300,N/A,4 / 12 or less,1 - 3,32ft,1 - 3,32ft,20+,32ft
1485 South Aventine Court,Portland,Oregon,97219,285,Shake / Shingle,5367,1938100,2071971,N/A,6 / 12,4 - 8,40ft,4 - 8,40ft,20+,40ft
917A 17th Avenue,Seattle,Washington,98122,285,Composition,2290,1116900,3832767,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1921 9th Avenue West,Seattle,Washington,98119,285,N/A,3010,1760900,1165783,N/A,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
13862 Southeast Tenino Street,Portland,Oregon,97236,285,Shake / Shingle,2892,662400,462976,N/A,9 / 12,4 - 8,28ft,4 - 8,32ft,9 - 20,28ft
7104 175th Place Southwest,Edmonds,Washington,98026,285,Composition,1612,884600,905588,N/A,5 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3668 Interlake Avenue North,Seattle,Washington,98103,285,N/A,1200,1399700,788688,N/A,,,,,,,
127 195th Place Southwest,Bothell,Washington,98012,285,Composition,2315,1110000,992100,2,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
17064 143rd Place Northeast,Woodinville,Washington,98072,285,Composition,2892,1365600,1583325,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
5045 38th Avenue Northeast,Seattle,Washington,98105,285,Composition,2280,1195000,1396038,2,Steeper Than 12 / 12,1 - 3,32ft,4 - 8,28ft,9 - 20,28ft
17064 143rd Place Northeast,Woodinville,Washington,98072,285,Composition,2892,1365600,1583325,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
14203 Northeast 82nd Court,Redmond,Washington,98052,285,N/A,1630,1233400,1834161,N/A,9 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
9008 Evanston Avenue North,Seattle,Washington,98103,285,Composition,2640,1829000,899820,N/A,11 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
24024 41st Avenue Southeast,Bothell,Washington,98021,285,Composition,2047,999400,757975,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
24024 41st Avenue Southeast,Bothell,Washington,98021,285,Composition,2047,999400,758763,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
